State Code,State Name,Year,Month,Intra_State_Supplies_(No._Of_Suppliers),Intra_State_Supplies_(No._Of_Eway_Bills),Intra_State_Supplies(Asset_Value_(Rs._In_Cr.)),Inter_State_Outward_Supplies(No._Of_Suppliers),Inter_State_Outward_Supplies(No._Of_Eway_Bills),Inter_State_Outward_Supplies(Asset_Value_(Rs_ In_Cr.)),Inter_State_Inward_Supplies(No._Of_Suppliers),Inter_State_Inward_Supplies(No._Of_Eway_Bills),Inter_State_Inward_Supplies(Asset_Value_(Rs._In_Cr.))
1,JAMMU AND KASHMIR,2023,2,"7,179","229,467","410,608.72","2,898","35,680","255,314.51","19,651","204,109","653,590.82"
2,HIMACHAL PRADESH,2023,2,"9,304","277,918","637,023.92","5,901","276,586","1,266,893.01","23,603","326,516","1,110,398.89"
3,PUNJAB,2023,2,"72,943","1,925,793","4,979,832.59","51,054","982,175","3,294,112.54","76,214","1,044,211","3,620,329.79"
4,CHANDIGARH,2023,2,"2,426","26,690","44,223.22","5,260","85,421","188,353.92","8,913","135,605","300,213.21"
5,UTTARAKHAND,2023,2,"14,266","674,690","1,234,261.35","9,760","372,938","1,999,127.75","29,080","531,745","1,720,853.12"
6,HARYANA,2023,2,"79,016","3,343,509","6,202,864.54","68,805","3,607,198","8,780,867.28","110,273","2,208,761","8,315,624.00"
7,DELHI,2023,2,"76,184","1,118,945","3,900,125.77","132,754","1,817,041","5,064,010.71","135,603","2,179,069","5,879,641.12"
8,RAJASTHAN,2023,2,"64,882","1,627,477","4,459,298.06","55,047","1,545,924","4,613,306.69","108,093","1,453,148","5,608,971.20"
9,UTTAR PRADESH,2023,2,"142,095","4,446,053","9,161,369.26","92,454","1,861,922","7,218,591.21","211,151","2,933,340","9,485,489.87"
10,BIHAR,2023,2,"10,849","650,540","1,260,655.28","9,359","110,257","384,533.66","66,113","898,730","2,070,161.92"
11,SIKKIM,2023,2,160,"10,902","21,157.44",203,"7,066","278,697.60","2,652","49,334","105,622.42"
12,ARUNACHAL PRADESH,2023,2,252,"4,621","11,261.28",287,"1,715","9,658.67","3,558","38,019","90,507.46"
13,NAGALAND,2023,2,218,"2,908","9,169.52",353,"9,730","24,554.78","2,686","33,858","63,601.93"
14,MANIPUR,2023,2,168,"5,822","16,343.56",164,939,"3,971.08","3,162","44,922","101,832.00"
15,MIZORAM,2023,2,68,"2,713","3,816.09",90,516,"2,712.70","2,089","31,227","58,465.36"
16,TRIPURA,2023,2,"1,785","42,396","73,755.80",516,"3,067","26,069.46","4,484","38,703","96,755.53"
17,MEGHALAYA,2023,2,496,"20,226","44,242.45",499,"37,235","83,979.91","3,814","47,603","127,873.45"
18,ASSAM,2023,2,"14,351","563,901","1,056,009.82","10,953","210,891","715,723.66","28,477","389,555","1,369,899.73"
19,WEST BENGAL,2023,2,"52,243","2,348,367","5,649,861.88","45,509","1,058,316","4,245,866.84","70,278","1,289,829","4,904,814.76"
20,JHARKHAND,2023,2,"11,219","640,642","1,655,652.12","9,203","268,603","1,934,766.95","29,699","523,136","1,857,335.28"
21,ODISHA,2023,2,"18,364","1,174,578","2,565,212.85","7,719","334,362","3,341,835.48","37,056","505,805","2,432,561.71"
22,CHHATTISGARH,2023,2,"7,084","340,306","1,148,050.69","9,170","207,414","1,980,447.17","26,669","509,374","1,929,657.38"
23,MADHYA PRADESH,2023,2,"27,342","967,199","2,296,988.09","23,234","539,994","2,787,777.58","78,470","1,045,688","3,620,941.27"
24,GUJARAT,2023,2,"169,030","5,053,431","14,824,481.42","144,509","4,846,715","13,998,971.89","146,109","1,976,745","10,283,434.23"
25,DAMAN AND DIU,2023,2, -   , -   , -   ,1,1,1.2,17,25,129.54
26,DADRA AND NAGAR HAVELI,2023,2,"3,030","124,300","564,087.59","3,919","430,501","1,783,684.14","5,611","185,930","1,436,368.56"
27,MAHARASHTRA,2023,2,"158,904","8,035,752","19,441,622.20","121,336","4,366,321","16,135,000.35","214,156","3,130,427","15,209,198.16"
29,KARNATAKA,2023,2,"112,863","5,240,348","9,155,937.53","55,698","2,169,818","7,134,246.50","121,806","2,079,682","7,818,080.00"
30,GOA,2023,2,"1,988","105,962","198,590.46","1,830","65,819","524,736.60","8,135","123,124","483,398.62"
31,LAKSHADWEEP,2023,2, -   , -   , -   ,2,3,3.46,48,362,524.9
32,KERALA,2023,2,"46,157","1,723,903","2,498,837.72","16,961","180,470","905,704.08","58,170","746,560","2,032,806.46"
33,TAMIL NADU,2023,2,"116,775","6,012,887","11,578,062.77","75,822","2,377,665","9,227,479.62","120,897","2,039,110","9,472,972.46"
34,PUDUCHERRY,2023,2,"1,197","44,986","155,794.25","2,101","114,195","385,875.57","5,973","119,806","350,936.35"
35,ANDAMAN AND NICOBAR,2023,2,66,2395,"5,930",123,486,"5,257","1,199","11,603.00","28,061"
36,TELANGANA,2023,2,"48,427","2,410,679","4,517,586.73","34,029","804,149","3,813,520.22","67,371","1,248,193","4,558,809.61"
37,ANDHRA PRADESH,2023,2,"38,025","1,951,436","3,349,850.44","23,230","512,985","4,053,184.63","72,307","994,229","4,030,893.56"
38,LADAKH,2023,2,42,411,"1,673.92",10,21,109.7,241,"1,452","5,615.29"
97,Other Territory,2023,2,9,101,"5,400.47",33,"3,552","78,283.41",333,"11,038","290,879.45"
1,JAMMU AND KASHMIR,2023,1,"6,884","205,360","379,775.61","2,994","35,230","248,044.64","18,724","182,249","620,873.09"
2,HIMACHAL PRADESH,2023,1,"9,086","269,960","627,430.23","5,781","266,442","1,254,140.55","22,911","322,657","1,134,814.41"
3,PUNJAB,2023,1,"71,821","1,872,956","4,865,593.37","52,059","951,070","3,270,990.47","73,759","1,005,589","3,635,510.16"
4,CHANDIGARH,2023,1,"2,338","25,657","45,790.92","5,187","83,313","182,056.81","8,776","132,727","303,808.44"
5,UTTARAKHAND,2023,1,"14,098","681,149","1,254,515.05","9,630","377,139","1,956,404.15","27,985","532,665","1,714,726.81"
6,HARYANA,2023,1,"77,682","3,452,733","6,404,107.31","68,234","3,775,717","8,787,405.71","108,108","2,207,341","8,469,052.86"
7,DELHI,2023,1,"74,380","1,094,983","3,824,220.08","129,959","1,775,763","4,964,360.30","133,464","2,116,207","5,893,000.33"
8,RAJASTHAN,2023,1,"64,453","1,622,482","4,447,106.06","54,816","1,490,915","4,625,119.53","108,032","1,515,910","5,623,526.58"
9,UTTAR PRADESH,2023,1,"138,415","4,246,862","8,966,971.83","91,131","1,818,772","7,245,245.28","203,916","2,942,413","9,369,481.61"
10,BIHAR,2023,1,"10,250","613,973","1,218,893.86","8,960","102,455","389,647.36","62,940","842,027","2,024,694.27"
11,SIKKIM,2023,1,158,"10,727","22,489.10",204,"7,127","284,328.67","2,696","52,960","110,371.09"
12,ARUNACHAL PRADESH,2023,1,236,"4,355","9,192.14",267,"1,999","11,262.50","3,483","38,311","89,581.48"
13,NAGALAND,2023,1,191,"2,585","9,268.42",354,"9,506","25,812.01","2,659","33,763","70,424.71"
14,MANIPUR,2023,1,176,"5,199","15,192.16",167,956,"3,764.30","3,066","41,994","92,191.13"
15,MIZORAM,2023,1,62,"2,049","3,532.99",95,470,"2,507.67","2,073","30,585","59,436.83"
16,TRIPURA,2023,1,"1,705","44,485","80,174.64",522,"3,264","28,185.43","4,582","41,834","106,092.97"
17,MEGHALAYA,2023,1,469,"21,152","50,467.30",544,"42,508","96,516.36","3,849","49,230","137,473.67"
18,ASSAM,2023,1,"14,089","542,625","1,034,685.74","10,806","211,088","748,035.41","27,420","373,646","1,300,978.43"
19,WEST BENGAL,2023,1,"50,753","2,279,085","5,719,575.06","45,065","984,647","4,218,582.98","68,497","1,278,677","4,995,158.54"
20,JHARKHAND,2023,1,"10,797","620,639","1,648,833.39","8,829","261,982","1,950,355.87","28,527","496,567","1,828,422.02"
21,ODISHA,2023,1,"18,077","1,168,226","2,591,042.36","7,557","337,423","3,267,760.48","36,460","502,891","2,481,513.56"
22,CHHATTISGARH,2023,1,"7,027","341,710","1,176,188.96","9,251","213,075","2,045,873.71","26,798","506,260","1,919,739.49"
23,MADHYA PRADESH,2023,1,"26,971","974,425","2,333,637.15","23,099","532,887","2,826,858.56","77,853","1,059,146","3,610,838.66"
24,GUJARAT,2023,1,"168,525","5,217,405","14,920,855.22","143,658","4,712,520","14,121,504.62","147,032","2,035,087","10,627,956.48"
25,DAMAN AND DIU,2023,1, -   , -   , -   , -   , -   , -   ,20,25,98.86
26,DADRA AND NAGAR HAVELI,2023,1,"3,015","134,123","584,738.20","3,937","462,867","1,915,906.42","5,629","197,572","1,619,501.25"
27,MAHARASHTRA,2023,1,"159,314","8,461,392","20,276,559.00","121,754","4,453,898","16,565,186.21","216,119","3,169,746","15,949,638.86"
29,KARNATAKA,2023,1,"113,775","5,469,644","9,614,372.11","56,189","2,318,775","7,421,686.44","121,807","2,073,310","8,247,959.84"
30,GOA,2023,1,"2,025","110,084","193,670.31","1,819","68,845","516,166.38","8,174","129,431","511,860.99"
31,LAKSHADWEEP,2023,1,1,1,40.4,2,5,19.06,41,357,580.74
32,KERALA,2023,1,"46,892","1,870,094","2,657,464.96","17,194","182,467","918,976.72","58,313","736,160","2,062,111.73"
33,TAMIL NADU,2023,1,"113,944","5,855,802","11,179,230.85","75,117","2,270,449","9,234,154.66","120,336","2,079,775","9,151,124.57"
34,PUDUCHERRY,2023,1,"1,172","43,379","137,253.27","2,052","113,845","374,565.57","5,836","120,275","355,635.48"
35,ANDAMAN AND NICOBAR,2023,1,65,"2,364","4,393.26",91,417,"3,835.41","1,174","11,089","25,571.29"
36,TELANGANA,2023,1,"47,839","2,471,123","4,594,142.73","33,934","827,668","3,626,331.60","67,345","1,306,705","4,604,472.36"
37,ANDHRA PRADESH,2023,1,"37,284","2,004,886","3,423,508.29","22,812","512,484","4,079,859.78","72,490","962,675","4,068,526.54"
38,LADAKH,2023,1,57,472,"1,895.01",19,32,407.94,274,"1,535","4,472.26"
97,Other Territory,2023,1,7,111,"5,352.37",35,"3,625","71,725.81",322,"10,726","284,881.60"
1,JAMMU AND KASHMIR,2022,12,"7,173","239,879","418,264.23","3,619","40,819","254,572.94","19,755","202,858","640,238.28"
2,HIMACHAL PRADESH,2022,12,"9,084","301,026","665,777.45","5,868","291,199","1,352,422.78","23,682","340,219","1,185,646.91"
3,PUNJAB,2022,12,"73,098","1,977,088","4,910,871.93","54,526","1,068,419","3,352,184.61","75,898","1,043,584","3,705,775.00"
4,CHANDIGARH,2022,12,"2,375","28,654","47,303.57","5,270","88,287","189,643.80","8,927","141,727","311,140.04"
5,UTTARAKHAND,2022,12,"14,240","676,154","1,213,427.63","9,783","404,983","1,995,527.50","28,751","545,332","1,707,656.65"
6,HARYANA,2022,12,"78,431","3,358,795","6,277,708.09","69,228","3,776,322","8,888,732.37","109,526","2,252,660","8,396,636.84"
7,DELHI,2022,12,"75,652","1,175,991","3,976,532.69","131,969","1,835,656","5,146,439.11","135,596","2,084,499","6,040,140.30"
8,RAJASTHAN,2022,12,"65,782","1,734,134","4,733,421.53","56,044","1,489,616","4,746,895.16","108,258","1,470,526","5,414,048.71"
9,UTTAR PRADESH,2022,12,"140,181","4,349,041","8,766,191.45","93,224","1,856,961","7,118,764.33","205,601","2,752,194","9,244,942.89"
10,BIHAR,2022,12,"10,119","641,648","1,229,936.18","9,222","115,949","415,516.26","60,627","658,046","2,000,540.91"
11,SIKKIM,2022,12,163,"10,987","22,419.56",226,"8,032","319,036.45","2,874","58,261","125,723.29"
12,ARUNACHAL PRADESH,2022,12,255,"4,290","9,360.21",282,"2,113","11,597.38","3,534","41,494","90,625.21"
13,NAGALAND,2022,12,177,"2,801","9,143.79",381,"8,133","24,921.90","2,710","36,844","64,687.61"
14,MANIPUR,2022,12,167,"5,016","12,913.51",172,"1,187","4,063.97","3,098","50,262","95,522.12"
15,MIZORAM,2022,12,68,"1,643","2,753.00",92,604,"1,502.96","2,050","34,342","60,486.52"
16,TRIPURA,2022,12,"1,709","47,887","89,641.16",545,"3,772","32,399.21","4,762","45,687","110,067.36"
17,MEGHALAYA,2022,12,476,"20,274","46,032.58",559,"39,153","99,621.22","4,049","54,418","150,220.09"
18,ASSAM,2022,12,"14,340","582,120","1,113,592.92","11,233","244,903","806,082.51","28,108","385,269","1,376,313.60"
19,WEST BENGAL,2022,12,"50,525","2,360,243","5,931,951.42","45,671","985,182","4,401,487.26","69,532","1,236,179","5,140,306.50"
20,JHARKHAND,2022,12,"10,752","635,643","1,639,825.50","8,873","259,276","1,916,423.32","28,753","451,010","1,852,989.10"
21,ODISHA,2022,12,"17,804","1,173,620","2,618,579.86","7,640","313,614","3,233,363.99","36,389","496,215","2,538,009.05"
22,CHHATTISGARH,2022,12,"6,943","339,630","1,134,701.22","9,222","209,089","1,949,036.16","26,894","470,167","1,908,593.12"
23,MADHYA PRADESH,2022,12,"27,001","1,010,403","2,326,800.04","23,800","575,101","2,941,398.29","78,626","1,004,474","3,514,657.06"
24,GUJARAT,2022,12,"168,055","5,338,599","15,383,045.95","144,148","4,407,999","14,524,152.29","150,929","2,100,857","10,642,158.24"
25,DAMAN AND DIU,2022,12, -   , -   , -   ,1,1,1.91,18,20,100.66
26,DADRA AND NAGAR HAVELI,2022,12,"3,011","135,234","561,102.35","3,933","480,521","2,000,757.87","5,609","201,468","1,640,449.17"
27,MAHARASHTRA,2022,12,"158,375","8,279,391","20,020,328.39","122,633","4,533,097","17,252,414.46","219,786","3,288,560","16,056,290.92"
29,KARNATAKA,2022,12,"114,296","5,445,779","9,594,763.64","57,287","2,329,864","7,615,263.84","124,342","2,117,396","8,259,860.95"
30,GOA,2022,12,"2,040","117,045","212,173.24","1,859","75,013","576,959.13","8,601","136,614","541,627.23"
31,LAKSHADWEEP,2022,12, -   , -   , -   ,2,3,31.69,50,415,588.44
32,KERALA,2022,12,"46,931","1,920,331","2,693,576.84","17,404","189,899","944,863.99","59,689","776,666","2,080,144.56"
33,TAMIL NADU,2022,12,"115,554","6,193,461","11,583,795.98","77,198","2,377,949","9,723,051.67","126,409","2,271,428","9,732,001.17"
34,PUDUCHERRY,2022,12,"1,185","45,427","197,911.79","2,117","123,912","423,506.36","6,139","125,458","339,170.71"
35,ANDAMAN AND NICOBAR,2022,12,72,"2,410","5,190.14",101,486,"5,488.10","1,188","12,472","27,706.20"
36,TELANGANA,2022,12,"48,500","2,690,330","4,707,965.26","35,012","912,590","3,956,680.28","70,058","1,371,872","4,882,405.60"
37,ANDHRA PRADESH,2022,12,"38,341","2,144,947","4,030,627.14","23,263","523,220","4,209,924.75","79,240","1,211,002","4,395,521.54"
38,LADAKH,2022,12,77,816,"2,479.02",40,146,"2,146.85",744,"4,073","15,694.58"
97,Other Territory,2022,12,7,106,"5,226.10",34,"2,616","57,551.69",312,"11,787","283,967.84"
1,JAMMU AND KASHMIR,2022,11,"7,040","243,366","420,030.12","3,787","44,088","265,724.81","20,892","227,090","685,513.01"
2,HIMACHAL PRADESH,2022,11,"9,191","313,024","649,926.29","5,844","299,118","1,306,316.22","24,449","354,357","1,157,363.66"
3,PUNJAB,2022,11,"70,324","1,944,975","4,610,388.08","55,417","1,218,869","3,375,147.61","74,613","1,016,051","3,489,801.27"
4,CHANDIGARH,2022,11,"2,321","27,036","44,361.81","5,328","88,700","179,449.23","8,994","139,596","297,731.67"
5,UTTARAKHAND,2022,11,"13,897","666,148","1,166,295.47","9,719","387,630","1,924,551.05","29,211","546,841","1,652,712.48"
6,HARYANA,2022,11,"77,045","3,431,888","6,237,503.78","68,420","3,716,185","8,418,530.03","107,675","2,228,996","8,106,678.27"
7,DELHI,2022,11,"73,966","1,127,498","3,684,052.16","130,924","1,867,511","4,908,387.29","133,251","2,080,261","5,746,838.80"
8,RAJASTHAN,2022,11,"64,540","1,683,934","4,743,291.89","54,461","1,427,948","4,643,712.83","108,821","1,479,818","5,262,312.89"
9,UTTAR PRADESH,2022,11,"135,670","4,298,671","8,657,769.61","91,028","1,807,244","6,761,680.17","207,330","2,706,408","9,002,890.54"
10,BIHAR,2022,11,"9,802","620,880","1,201,778.72","8,739","106,378","378,641.44","62,176","652,099","1,921,818.35"
11,SIKKIM,2022,11,167,"9,740","20,789.65",224,"8,041","336,284.23","2,993","63,994","126,878.40"
12,ARUNACHAL PRADESH,2022,11,241,"4,502","8,482.28",283,"2,280","10,969.86","3,454","40,900","82,102.30"
13,NAGALAND,2022,11,163,"2,234","7,525.56",357,"5,691","17,269.07","2,875","40,085","71,802.85"
14,MANIPUR,2022,11,158,"4,797","12,178.61",194,"1,136","5,460.37","3,169","48,056","97,554.83"
15,MIZORAM,2022,11,63,"1,789","2,898.36",86,577,"2,347.66","2,199","33,716","57,231.35"
16,TRIPURA,2022,11,"1,699","45,516","84,285.95",533,"3,547","29,868.91","4,560","42,188","99,979.53"
17,MEGHALAYA,2022,11,455,"17,706","39,337.02",507,"31,176","76,768.41","3,943","52,101","132,507.57"
18,ASSAM,2022,11,"14,015","556,636","1,073,277.59","10,935","234,733","807,861.05","28,446","368,962","1,288,363.64"
19,WEST BENGAL,2022,11,"49,977","2,231,487","5,717,072.26","45,382","960,407","4,142,600.67","69,638","1,193,399","4,949,376.69"
20,JHARKHAND,2022,11,"10,482","613,473","1,586,317.55","8,657","249,256","1,800,935.18","28,826","447,119","1,795,903.89"
21,ODISHA,2022,11,"17,189","1,054,153","2,487,168.52","7,296","303,542","3,134,479.87","35,650","456,992","2,316,276.72"
22,CHHATTISGARH,2022,11,"6,544","306,114","1,000,525.83","8,769","191,227","1,772,368.36","26,289","430,299","1,853,396.20"
23,MADHYA PRADESH,2022,11,"26,896","990,616","2,423,921.04","23,109","535,758","2,783,161.98","79,073","1,010,451","3,525,365.17"
24,GUJARAT,2022,11,"162,646","4,994,988","14,689,751.18","139,452","4,009,453","13,782,206.06","147,486","1,987,956","10,897,610.47"
25,DAMAN AND DIU,2022,11, -   , -   , -   ,2,3,46.33,20,57,185.89
26,DADRA AND NAGAR HAVELI,2022,11,"2,953","126,523","532,811.15","3,868","440,954","1,813,631.32","5,576","190,817","1,535,949.81"
27,MAHARASHTRA,2022,11,"153,783","8,055,797","18,985,872.21","119,871","4,321,954","15,789,718.62","215,483","3,154,520","15,636,184.58"
29,KARNATAKA,2022,11,"111,704","5,159,030","8,803,263.02","55,954","2,160,340","6,973,063.12","120,642","2,013,248","7,866,544.71"
30,GOA,2022,11,"1,981","111,882","200,839.05","1,815","72,113","528,278.51","8,559","131,928","502,303.03"
31,LAKSHADWEEP,2022,11, -   , -   , -   ,1,1,2.64,53,386,"1,664.09"
32,KERALA,2022,11,"46,331","1,813,873","2,498,204.65","17,174","187,907","911,131.24","58,491","730,310","1,984,056.65"
33,TAMIL NADU,2022,11,"110,191","5,800,259","11,073,374.64","75,522","2,303,818","9,148,813.04","120,512","2,044,974","9,143,456.91"
34,PUDUCHERRY,2022,11,"1,160","46,891","164,631.60","2,095","117,859","391,798.76","5,833","117,250","337,862.69"
35,ANDAMAN AND NICOBAR,2022,11,65,"2,533","4,126.01",115,432,"5,775.53","1,144","12,011","26,944.07"
36,TELANGANA,2022,11,"47,542","2,462,695","4,289,232.51","34,389","835,571","3,494,009.42","67,284","1,222,829","4,461,757.27"
37,ANDHRA PRADESH,2022,11,"36,772","1,962,067","3,419,423.72","22,645","496,550","4,039,743.11","76,682","1,108,608","4,179,147.32"
38,LADAKH,2022,11,84,945,"2,498.74",66,388,"4,349.12","1,278","10,541","34,583.33"
97,Other Territory,2022,11,7,123,"54,752.47",35,"2,569","130,882.48",363,"10,899","271,547.34"
1,JAMMU AND KASHMIR,2022,10,"6,965","244,516","423,428.10","3,646","41,843","265,063.84","20,722","239,621","671,452.34"
2,HIMACHAL PRADESH,2022,10,"9,148","307,761","645,680.51","5,703","271,174","1,208,807.21","24,794","350,656","1,121,000.78"
3,PUNJAB,2022,10,"70,517","1,943,833","4,668,249.83","54,679","1,232,990","3,358,613.15","73,091","1,023,055","3,395,228.72"
4,CHANDIGARH,2022,10,"2,340","30,075","50,050.80","5,263","87,082","178,280.07","8,930","144,499","312,059.20"
5,UTTARAKHAND,2022,10,"13,507","667,202","1,166,322.18","9,177","356,617","1,878,237.04","29,192","526,477","1,602,936.98"
6,HARYANA,2022,10,"75,667","3,397,096","6,150,860.22","66,995","3,825,565","8,266,562.60","106,884","2,127,674","8,108,907.52"
7,DELHI,2022,10,"71,493","1,101,950","3,542,388.72","129,127","1,739,819","4,708,967.71","131,414","2,072,753","5,606,438.83"
8,RAJASTHAN,2022,10,"62,382","1,594,869","4,335,122.65","52,161","1,358,402","4,235,759.35","107,477","1,486,758","5,072,538.13"
9,UTTAR PRADESH,2022,10,"130,117","3,955,112","8,352,893.73","87,834","1,711,615","6,798,887.72","199,676","2,752,369","8,783,063.02"
10,BIHAR,2022,10,"9,098","553,706","1,132,155.52","7,487","83,448","312,576.70","60,158","708,917","1,878,276.09"
11,SIKKIM,2022,10,154,"7,372","17,132.54",183,"6,404","228,644.03","2,789","51,156","106,828.96"
12,ARUNACHAL PRADESH,2022,10,223,"3,252","7,829.48",253,"1,807","10,883.61","3,245","34,406","71,330.18"
13,NAGALAND,2022,10,160,"1,985","7,878.98",312,"3,975","17,683.47","2,683","35,120","59,838.94"
14,MANIPUR,2022,10,144,"4,524","11,273.75",163,"1,098","4,524.00","2,989","43,977","90,189.72"
15,MIZORAM,2022,10,64,"1,603","2,708.96",74,488,"2,972.30","2,114","33,033","54,101.23"
16,TRIPURA,2022,10,"1,537","34,576","65,373.18",448,"2,755","35,309.48","4,231","36,451","89,881.13"
17,MEGHALAYA,2022,10,442,"15,731","35,429.60",479,"28,773","71,378.96","3,789","47,361","112,488.51"
18,ASSAM,2022,10,"12,909","485,026","954,961.20","10,296","206,431","726,264.03","26,308","330,503","1,147,752.09"
19,WEST BENGAL,2022,10,"44,026","1,876,140","4,862,851.95","40,549","818,028","3,726,353.22","64,105","1,128,216","4,456,470.34"
20,JHARKHAND,2022,10,"9,886","563,438","1,493,500.50","7,659","217,878","1,714,983.83","27,194","408,164","1,714,379.60"
21,ODISHA,2022,10,"16,208","955,702","2,274,090.19","6,637","287,274","3,089,024.70","32,534","416,920","2,124,609.15"
22,CHHATTISGARH,2022,10,"6,077","274,260","912,338.95","8,032","159,492","1,531,334.62","24,770","393,530","1,728,956.93"
23,MADHYA PRADESH,2022,10,"25,316","911,084","2,120,564.33","21,772","475,896","2,439,958.73","75,336","944,749","3,280,629.68"
24,GUJARAT,2022,10,"157,211","4,335,706","12,705,170.55","137,981","4,154,462","12,941,643.19","137,934","1,867,304","9,697,146.86"
25,DAMAN AND DIU,2022,10, -   , -   , -   ,1,1,1.41,17,55,285.11
26,DADRA AND NAGAR HAVELI,2022,10,"2,891","116,901","481,432.31","3,785","409,074","1,694,579.88","5,498","175,382","1,341,739.13"
27,MAHARASHTRA,2022,10,"148,791","7,814,944","17,977,261.84","114,804","4,161,094","15,382,807.10","208,972","3,105,627","15,307,399.14"
29,KARNATAKA,2022,10,"106,716","5,093,341","8,540,702.70","52,929","2,204,148","6,665,081.30","116,325","1,948,651","8,204,640.92"
30,GOA,2022,10,"1,973","106,010","185,018.18","1,711","68,489","503,904.94","8,148","123,521","700,040.25"
31,LAKSHADWEEP,2022,10, -   , -   , -   ,1,1,159.79,53,376,675.44
32,KERALA,2022,10,"45,397","1,742,991","2,425,030.84","16,702","179,508","863,450.98","55,416","663,150","1,862,781.86"
33,TAMIL NADU,2022,10,"103,958","5,386,381","10,376,127.44","71,731","2,163,308","8,683,452.10","118,303","2,130,394","8,723,052.84"
34,PUDUCHERRY,2022,10,"1,121","45,007","137,305.19","1,985","112,655","366,965.47","5,802","117,340","339,489.18"
35,ANDAMAN AND NICOBAR,2022,10,63,"2,155","4,545.86",95,468,"5,667.32","1,049","11,005","27,381.25"
36,TELANGANA,2022,10,"44,783","2,371,165","4,080,231.40","32,217","756,864","3,142,784.20","63,906","1,176,484","4,266,610.34"
37,ANDHRA PRADESH,2022,10,"34,794","1,910,383","3,146,322.76","21,174","460,632","4,840,554.65","71,785","922,757","3,831,111.55"
38,LADAKH,2022,10,95,"1,669","4,051.81",90,543,"6,787.41","1,611","17,400","47,961.49"
97,Other Territory,2022,10,6,106,"4,636.28",31,"2,644","89,821.40",332,"9,560","245,904.47"
1,JAMMU AND KASHMIR,2022,9,"6,818","246,842","425,612.80","3,731","45,614","310,983.12","20,797","249,769","753,953.61"
2,HIMACHAL PRADESH,2022,9,"9,134","322,845","683,129.60","5,803","307,197","1,369,530.86","24,690","382,815","1,221,564.65"
3,PUNJAB,2022,9,"70,418","2,019,690","4,955,455.07","54,279","1,243,629","3,574,884.90","74,723","1,111,183","3,609,217.18"
4,CHANDIGARH,2022,9,"2,394","28,970","50,914.05","5,272","93,179","196,402.18","9,081","153,321","319,259.12"
5,UTTARAKHAND,2022,9,"13,628","700,884","1,317,331.83","9,469","390,968","2,075,333.89","29,399","573,107","1,774,501.40"
6,HARYANA,2022,9,"75,696","3,634,895","6,860,031.35","67,624","4,323,122","9,141,442.32","109,113","2,342,356","9,271,409.34"
7,DELHI,2022,9,"74,450","1,199,034","3,918,154.85","133,116","2,003,195","5,245,008.96","136,855","2,267,822","6,291,612.96"
8,RAJASTHAN,2022,9,"61,259","1,651,349","4,148,661.43","53,928","1,549,221","4,504,962.63","109,242","1,625,788","5,660,364.99"
9,UTTAR PRADESH,2022,9,"131,046","4,114,143","9,036,852.12","90,564","1,932,936","8,040,235.30","203,805","3,022,787","9,853,629.28"
10,BIHAR,2022,9,"9,397","619,622","1,175,515.33","8,473","98,441","375,191.88","62,986","871,227","2,036,748.56"
11,SIKKIM,2022,9,156,"10,419","22,133.50",228,"7,746","313,146.60","2,975","65,651","124,295.19"
12,ARUNACHAL PRADESH,2022,9,233,"3,819","9,038.14",270,"2,156","11,992.06","3,450","39,453","81,398.92"
13,NAGALAND,2022,9,160,"2,217","9,525.44",315,"4,825","18,067.83","2,814","38,969","67,861.47"
14,MANIPUR,2022,9,132,"4,542","12,239.31",166,"1,311","5,938.38","3,112","48,694","100,024.16"
15,MIZORAM,2022,9,69,"1,511","2,328.80",87,456,"3,651.89","2,122","31,078","55,810.18"
16,TRIPURA,2022,9,"1,572","39,981","75,969.68",497,"3,246","27,749.40","4,781","45,516","109,691.97"
